situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,codIBGEmunicipio,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,emailContatoRegular,emailContatoFretamento,tipoOutorgaRodoviario,tipoOutorgaSemiurbano,tipoOutorgaFretamento,dataAutorizacaoRodoviario,dataVigenciaRodoviario,dataAutorizacaoSemiurbano,dataVigenciaSemiurbano,dataAutorizacaoFretamento,dataVigenciaFretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia,Coluna1,Coluna2,Coluna3,Coluna4
ativa,nacional,4090424000145,MZ TURISMO LTDA,"AV. MONTE NEGRO, 1187",SANTA LUZIA,420460,CRICIUMA,SC,88806200,48-3438-4245--9993-1854,5,não,não,sim,42.4489,,mzturismo@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42569,NULL,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,2820091000137,N & N VIAGENS E TURISMO LTDA - ME,"RUA SÃO NICOLAU, 656",SANTA MARIA GORETTI,431490,PORTO ALEGRE,RS,91030230,51-3337-7477,50,não,não,sim,43.2377,,agendamento.spm@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,50,0,0,5,7,0,0,0,0,7,0,0,24,0,0,686,0,0,5,0,0,164,42705,,,,
ativa,nacional,21257236000188,N F DA SILVA-ME,RUA SÃO PEDRO Nº 213,CENTRO,240185,CAIÇARA DO NORTE,RN,59592000,84-3696-0098,25,não,não,sim,24.8702,,maria.vivene@ig.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,30,0,0,0,3,0,0,0,0,3,0,0,21,0,0,912,0,0,0,0,0,0,42705,,,,
ativa,nacional,1374676000108,N SANFELICE & CIA LTDA,"AVENIDA OSVALDO CRUZ, Nº 719",KM 03,431690,SANTA MARIA,RS,97095470,55-3221-2910,16,não,não,sim,43.2545,,n.sanfel@terra.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42594,NULL,0,0,61,0,0,2,2,0,0,0,0,2,0,0,45,0,0,1248,0,0,1,0,0,38,42705,,,,
ativa,nacional,19640165000156,N&N TURISMO LTDA-ME,"AVENIDA CANDIDO MACHADO, 1901",CENTRO,317057,VARGEM ALEGRE,MG,35199000,33-33241087,20,não,não,sim,31.8428,,nntransportes2008@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42531,NULL,0,0,89,0,0,0,4,0,0,0,0,4,0,0,62,0,0,2743,0,0,0,0,0,0,42705,,,,
ativa,nacional,3438905000136,N. SOUZA TRANSPORTES E TURISMO LTDA,AV. PROFESSORA ZENAIDE CAMPOS RORIZ QD. 58 LT.15,JUNDIAI,520110,ANAPOLIS,GO,75110790,62-3311-4265- 9133 2100,16,não,não,sim,52.0382,,nsouzatur@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,32,0,0,0,2,0,0,0,0,2,0,0,26,0,0,1015,0,0,0,0,0,0,42705,,,,
ativa,nacional,8658912000167,N.C.A. SANTIAGO & CIA-TRANSPORTES LTDA ME,RUA QUINTINO BOCAIUVA 1340,VILA NOVA,352530,JAU,SP,17205010,14-36242377-36226714,33,não,não,sim,35.5702,,cdaturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42649,NULL,0,0,106,0,0,0,13,0,0,0,0,13,0,0,78,0,0,3369,0,0,0,0,0,0,42705,,,,
ativa,nacional,18163229000102,N.G.DE SOUZA TRANSPORES-ME,RUA ATALAIA N 99,CENTRO,412040,PRESIDENTE CASTELO BRANCO,PR,87180000,44-98586970,3,não,não,sim,41.8695,,mateustur2013@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,4,0,0,0,2,0,0,0,0,2,0,0,1,0,0,36,0,0,0,0,0,0,42705,,,,
ativa,nacional,4694373000160,N.K.TURISMO EIRELI - ME,"RUA VITORIO NALLI, Nº 143",JARDIM VILA RICA,354910,SAO JOAO DA BOA VISTA,SP,13876170,17-7407-2111,0,não,não,sim,35.0148,,andrea@agadelha.com.br; nk-turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42698,NULL,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,11210456000100,NACIONAL AGÊNCIA DE VIAGENS E TURISMO LTDA -ME,"RUA CRISPIM DE ASSIS PEREIRA, 204",SÃO GERALDO,330630,VOLTA REDONDA,RJ,27253520,24-3328-2862,50,não,não,sim,33.6844,,nacional.turismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42648,NULL,0,0,538,0,0,0,9,0,0,0,0,9,0,0,368,0,0,14422,0,0,0,0,0,0,42705,,,,
ativa,nacional,18260422000161,NACIONAL EXPRESSO LTDA,"AV.AFONSO PENA, 3774 - BAIRRO BRASIL",,317020,UBERLANDIA,MG,38400710,(34)32569600,8,sim,não,não,na     ,fbmadvogados@uol.com.br,,na,na,na,30195,42704,NULL,NULL,NULL,NULL,8,0,0,2,0,0,80,0,0,80,0,0,1803,0,0,17005,0,0,131,0,0,3225,0,0,42705,,,,
ativa,nacional,5628238000180,NADINE VEICULOS LTDA,"RUA DEPUTADO BENEDITO LÚCIO MACHADO, 211 A",JARDIM BELA VISTA II,412410,SANTO ANTONIO DA PLATINA,PR,86430000,43-3534-5121,4,não,não,sim,41.6462,,galotur.turismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42468,NULL,0,0,251,0,0,0,9,0,0,0,0,9,0,0,193,0,0,6021,0,0,0,0,0,0,42705,,,,
ativa,nacional,15513222000185,NADSTUR AGENCIA DE VIAGENS E TURISMO,RUA OSASCO Nº 220,VENDA NOVA,310620,BELO HORIZONTE,MG,31573000,31-34535258,8,não,não,sim,31.7776,,nadsturturismo2007@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,46,0,0,0,3,0,0,0,0,3,0,0,28,0,0,1213,0,0,0,0,0,0,42705,,,,
ativa,nacional,15132054000188,NAIOT TURISMO E TRANSPORTE LTDA EPP,RUA JOSÉ MACHADO DA SILVEIRA JUNIOR,RESIDENCIAL VENEZA,520110,ANAPOLIS,GO,75071800,62-85732081,1,não,não,sim,52.9267,,naiotturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,45,0,0,0,0,0,0,42705,,,,
ativa,nacional,9328806000188,NAIR PAGLIAR E CIA LTDA - ME,SERRA DO PIQUIRI 88,NUCLEO ADRIANO CORREIA,410140,APUCARANA,PR,86713190,43-34237217,4,não,não,sim,41.9277,,c.n.transportes@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,8,0,0,0,1,2,0,0,0,3,0,0,5,0,0,73,0,0,0,0,0,0,42705,,,,
ativa,nacional,19431669000166,NAJA TRANSPORTES E TURISMO TLDA - ME,"RUA HENRIQUER DIAS, Nº 420",BENFICA,313670,JUIZ DE FORA,MG,36090290,32-8869-4992,1,não,não,sim,31.897,,naja.avon@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42293,NULL,0,0,40,0,0,0,0,1,0,0,0,1,0,0,31,0,0,440,0,0,0,0,0,0,42705,,,,
ativa,nacional,6181146000167,NAKAJYMA TRANSPORTES LTDA,"RUA FRANCISCO DENOVARO, 199",PETROPOLIS,431410,PASSO FUNDO,RS,99050310,54-3311-5870,3,não,não,sim,43.7665,,brasilturtb@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,10,0,0,0,1,0,0,0,0,1,0,0,8,0,0,321,0,0,0,0,0,0,42705,,,,
ativa,nacional,12090367000122,NALPTRANSX LOCADORA E TRANSPORTES LTDA - ME,RUA TAVARES FERREIRA Nº 25,ROCHA,330455,RIO DE JANEIRO,RJ,20960060,21-78293183,3,não,não,sim,33.9421,,mxrlocadora@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42508,NULL,0,0,2,0,0,0,0,3,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,42705,,,,
ativa,nacional,23178104000196,NAMANTUR LTDA - ME,R. SENADOR MELO VIANA 862,CENTRO,315200,POMPÉU,MG,35640000,037-35231086-99410471,3,não,não,sim,31.9361,,namanturismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42473,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,58717489000105,NAMBEI TRANSPORTADORA TURISTICA LTDA,"RUA MOREIRA E COSTA, 16",IPIRANGA,355030,SAO PAULO,SP,4266010,11-3388-5300,34,não,não,sim,35.0646,,wks@nambeitur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42349,NULL,0,0,247,0,0,0,13,2,0,0,0,15,0,0,184,0,0,5883,0,0,0,0,0,0,42705,,,,
ativa,nacional,4938407000115,NANDO'S TRANSPORTES LTDA-ME,RUA LUIZ DURIGAN Nº 1744,AMÉRICA,350550,BARRETOS,SP,14783075,17-3323-9305,4,não,não,sim,35.6389,,brastour@uol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42453,NULL,0,0,33,0,0,0,6,0,0,0,0,6,0,0,29,0,0,960,0,0,0,0,0,0,42705,,,,
ativa,nacional,18028942000143,NARDI E PAIVA LTDA - ME,"RUA SERGIPE, Nº 1456",CENTRO,411460,MARECHAL CANDIDO RONDON,PR,85960000,45-3284-1545,0,não,não,sim,41.9931,,andrea@agadelha.com.br; escritoriorainha@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,11219704000176,NASA TUR SOLUÇÕES EIRELI - EEP,R. PEDRO CELESTINO N1000,CENTRO,500270,CAMPO GRANDE,MS,79002340,67-32014072,3,não,não,sim,50.9104,,nasaturfinanceiro@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42362,NULL,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,0,82,0,0,0,0,0,0,42705,,,,
ativa,nacional,18448744000139,NASCITUR VIAGENS E TURISMO LTDA,RUA PROF. PELINO DE OLIVEIRA  N 646 CASA 102,ELDORADO,313670,JUIZ DE FORA,MG,36046160,32-30838443,25,não,não,sim,31.8339,,nasciturturismoeviagens@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42453,NULL,0,0,209,0,0,0,3,0,0,0,0,3,0,0,148,0,0,5496,0,0,0,0,0,0,42705,,,,
ativa,nacional,8696115000174,NATANAEL SANTANA CHAVES EIRELI,"RUA PROFESSOR DIAULAS, 131 B",SAUDADE,313190,ITABIRITO,MG,35450000,31-35611678,3,não,não,sim,31.9137,,assisturmg@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42362,NULL,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,3888394000154,NATIVA TRANSPORTES TURISTICO LTDA - ME,"RUA CORDILHEIRAS, Nº 111",JARDIM PLANALTO,316930,TRES CORAÇOES,MG,37410000,35-3232-8328,1,não,não,sim,31.9336,,michele-nativa@hotmail.com; nativaturismo_mg@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42461,NULL,0,0,7,0,0,0,0,1,0,0,0,1,0,0,5,0,0,66,0,0,0,0,0,0,42705,,,,
ativa,nacional,19669491000196,NATIVA VIAGENS E TURISMO LTDA ME,DEPUTADO FERNANDO FERRARI 119,JARDIM CAMPO BELO,411370,LONDRINA,PR,86062030,43-30254700,1,não,não,sim,41.9241,,nativaturismolda@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,9,0,0,0,0,1,0,0,0,1,0,0,7,0,0,85,0,0,0,0,0,0,42705,,,,
ativa,nacional,67763441000116,NATIVIO TRANSPORTADORA TURÍSTICA LTDA - ME,"RUA CONSOLAÇÃO, 39",BELVEDERE,350330,ARARAS,SP,13601060,19-3542-0154,29,não,não,sim,35.0087,,contato@nativioturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,154,0,0,0,12,1,0,0,0,13,0,0,108,0,0,4377,0,0,0,0,0,0,42705,,,,
ativa,nacional,1675520000167,NATURETOUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME,"RUA ANDRÉ PANGRATZ, 55",CENTRO,420380,CANOINHAS,SC,89460000,47-3622-0635,6,não,não,sim,42.3014,,natalisuyane@outlook.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42362,NULL,0,0,81,0,0,0,1,0,0,0,0,1,0,0,61,0,0,2029,0,0,0,0,0,0,42705,,,,
ativa,nacional,9206371000107,NATURETUR TRANSPORTES TURISTICOS LTDA,RUA ALAMEDA SARANDI Nº 51 SALA 02,JARDIM ITAMARATY,410830,FOZ DO IGUAÇU,PR,85883050,45-35221001,63,não,não,sim,41.7257,,kaomaturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42587,NULL,0,0,95,0,0,13,4,0,0,0,0,4,0,0,61,0,0,1978,0,0,7,0,0,111,42705,,,,
ativa,nacional,11087234000134,"NAYARA E LAYSA CONFECÇÕES, SERVIÇOS E TURISMO LTDA-ME","AV GUILHERME FERREIRA, Nº 650, LOJA 16",SAO BENEDITO,317010,UBERABA,MG,38022200,34-33173100,7,não,não,sim,31.9582,,guiajosereisemarlene@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42569,NULL,0,0,23,0,0,0,2,0,0,0,0,2,0,0,11,0,0,308,0,0,0,0,0,0,42705,,,,
ativa,nacional,5830603000134,NBM PRESTADORA DE SERVIÇOS DE TRANSPORTES LTDA.,RUA ONOFRE JOSÉ GOMES 165,JARDIM DO CONTORNO,315180,POÇOS DE CALDAS,MG,37706173,35-37146456,6,não,não,sim,31.8535,,contato@nbmturismo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42615,NULL,0,0,144,0,0,0,2,3,0,0,0,5,0,0,113,0,0,2040,0,0,0,0,0,0,42705,,,,
ativa,nacional,5933520000170,NC TRANSPORTES TURÍSTICOS LTDA,"RUA MOCOQUINHA, 218",MOCOQUINHA,314320,MONTE SANTO DE MINAS,MG,37958000,35-(35)3591-1804,18,não,não,sim,31.3641,,escritorioc.cardeal@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,118,0,0,0,5,1,0,0,0,6,0,0,84,0,0,3434,0,0,0,0,0,0,42705,,,,
ativa,nacional,7241758000160,NEGOTUR TRANSPORTES LTDA,"RUA JOSEFA BIANCO RETTO, Nº 20",RETTO JÚNIOR,310690,BICAS,MG,36600000,32-32717027,1,não,não,sim,31.8946,,shnegotur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42282,NULL,0,0,16,0,0,0,0,1,0,0,0,1,0,0,11,0,0,123,0,0,0,0,0,0,42705,,,,
ativa,nacional,9472496000170,NEGUINHO VIAGENS & TURISMO EIRELI,"AV. JOÃO MATEUS SAMPAIO, N° 281",NOSSA SRA. DE FÁTIMA,313440,ITURAMA,MG,38280000,34-3411-4421,17,não,não,sim,31.824,,neguinhoviagenseturismo@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42527,NULL,0,0,38,0,0,0,3,0,0,0,0,3,0,0,20,0,0,802,0,0,0,0,0,0,42705,,,,
ativa,nacional,11386085000104,NELE TRANSPORTES RODOVIARIOS LTDA,RUA GERALDO CAMARGOS DA SILVA Nº 64,SANTA ROSA,317020,UBERLANDIA,MG,38401758,34-3223-9674,39,não,não,sim,31.746,,edsonturismoudia@hotmail.com; anfrea@agadelha.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42531,NULL,0,0,130,0,0,0,7,0,0,0,0,7,0,0,90,0,0,3608,0,0,0,0,0,0,42705,,,,
ativa,nacional,95437802000170,NELSON DE OLIVEIRA FRANCO HORNES & CIA LTDA- ME,R. MARQUES DE SAPUCAI Nº263,VILA SÃO FRANCISCO,411990,PONTA GROSSA,PR,84032030,42-3226 1356,6,não,não,sim,41.9217,,phtransporteseturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42395,NULL,0,0,81,0,0,0,4,4,0,0,0,8,0,0,67,0,0,1129,0,0,0,0,0,0,42705,,,,
ativa,nacional,19983225000133,NELSON HAMILTON DE CARVALHO EIRELI,LAUZINA CANDIDO N° 306,CENTRO,311780,CONCEIÇAO DOS OUROS,MG,37548000,35-99058641,5,não,não,sim,31.9081,,hamiltoncarvalhoch@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42356,NULL,0,0,17,0,0,0,0,2,0,0,0,2,0,0,13,0,0,207,0,0,0,0,0,0,42705,,,,
ativa,nacional,17432903000144,NELSON MASSHUCHETO EIRELI - ME,"RUA ZEM BERTAELLE, 436",SANTA FELICIDADE,410690,CURITIBA,PR,82030430,41-32972632,0,não,não,sim,41.9472,,massutur@yahoo.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42531,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,17246217000189,NELSON SCHNEIDERS-ME,"AV. BEIRA RIO, 107",CENTRO,420840,ITAPIRANGA,SC,89896000,49-36773134,6,não,não,sim,42.7839,,itapiranguenseturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42207,42938,0,0,31,0,0,0,3,0,0,0,0,3,0,0,17,0,0,617,0,0,0,0,0,0,42705,,,,
ativa,nacional,4697277000176,NENEM TRANSPORTE E TURISMO LTDA - ME,"RUA SERRA TALHADA, 04",CHÁCARA SÃO COSME,291080,FEIRA DE SANTANA,BA,44004072,75-753223-2346,36,não,não,sim,29.0765,,nenemturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,117,0,0,0,5,0,0,0,0,5,0,0,78,0,0,3079,0,0,0,0,0,0,42705,,,,
ativa,nacional,198419000108,NERECYTUR TURISMO EIRELI,"RUA: JANUARIO ALVES GARCIA, 2238",REVOREDO,421870,TUBARAO,SC,88704700,48-3622-0753,10,não,não,sim,42.1508,,nerecytur@nerecytur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,120,0,0,0,2,1,0,0,0,3,0,0,95,0,0,1646,0,0,0,0,0,0,42705,,,,
ativa,nacional,20651309000159,NERY TRANSPORTES E TURISMO LTDA - ME,"RODOVIA JOAO GUALBERTO SOARES , Nº 5549",INGLESES,420540,FLORIANOPOLIS,SC,88058300,48-33699527,9,não,não,sim,42.8766,,mabelturismos@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,53,0,0,7,3,0,0,0,0,3,0,0,35,0,0,978,0,0,5,0,0,142,42705,,,,
ativa,nacional,5942523000170,NESTOR MARCIO BREIER ME,"AV. PEDRO V. P. DE SOUZA, 468",CENTRO,410450,CAPANEMA,PR,85760000,46-99753277,3,não,não,sim,41.6765,,nestur007@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42173,42904,0,0,12,0,0,4,4,0,0,0,0,4,0,0,9,0,0,291,0,0,1,0,0,25,42705,,,,
ativa,nacional,11876340000105,NETI TUR VIAGENS E LOCADORA DE AUTOS LTDA - ME,"RUA DO CATETE N° 214,LOJA 29",CATETE,330455,RIO DE JANEIRO,RJ,22220001,21-3072-0339,5,não,não,sim,33.8886,,contato@netitur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,14,0,0,0,2,2,0,0,0,4,0,0,9,0,0,253,0,0,0,0,0,0,42705,,,,
ativa,nacional,11965376000157,NETOS TURISMO LTDA - ME,RUA MARIANA PEREIRA BRANQUINHO N 72,MONTE ALEGRE,316930,TRES CORAÇOES,MG,37410000,35-32328328,3,não,não,sim,31.947,,netosturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42531,NULL,0,0,15,0,0,0,0,1,0,0,0,1,0,0,4,0,0,65,0,0,0,0,0,0,42705,,,,
ativa,nacional,7947528000111,NETTOS FAYER TURISMO LTDA,"RUA TENENTE LUCAS DRUMONT, 980",JARDIM NATAL,313670,JUIZ DE FORA,MG,36083380,32-3221-1450,20,não,não,sim,31.5208,,amiltonturismo@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42303,NULL,0,0,84,0,0,0,3,0,0,0,0,3,0,0,58,0,0,2789,0,0,0,0,0,0,42705,,,,
ativa,nacional,9191996000134,NETUS TOUR TURISMO LTDA ME,"AVENIDA PERNAMBUCO, 368A",BRASIL,293330,VITORIA DA CONQUISTA,BA,45051125,77-3421-8128,9,não,não,sim,29.5798,,netustour@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42156,42887,0,0,73,0,0,0,2,1,0,0,0,3,0,0,55,0,0,1532,0,0,0,0,0,0,42705,,,,
ativa,nacional,11465110000145,NEUZA TURISMO LTDA - ME,RUA EVA MOTA N 426,JARDIM AMAZONAS,261110,PETROLINA,PE,56318340,87-38632143,12,não,não,sim,26.9389,,reginar.turismo@hotmail.com; jonatanrodrigues121@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42488,NULL,0,0,35,0,0,0,6,0,0,0,0,6,0,0,22,0,0,750,0,0,0,0,0,0,42705,,,,
ativa,nacional,86157781000148,NEVATUR TRANSPORTES E TURISMO LTDA,"RUA ARISTIDES CASSÃO, 200",CENTRO,421650,SAO JOAQUIM,SC,88600000,49-3223-2922--9135-5163,8,não,não,sim,42.3869,,nevatur@nevatur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,41997,42728,0,0,8,0,0,0,4,0,0,0,0,4,0,0,5,0,0,134,0,0,0,0,0,0,42705,,,,
ativa,nacional,21894409000179,NEVESTUR LTDA - ME,"RUA ARGENTINA,215",JARDIM BRAND,420790,IRINEOPOLIS,SC,89444000,47-41/88916454,2,não,não,sim,42.9166,,nevesturviagenseeventos@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42373,NULL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,14783640000120,NEW BLUE TURISMO LTDA,"RUA PERIMETRAL, 1420",VILA BORGES DE MEDEIROS,431180,MARAU,RS,99150000,54-33711500,30,não,não,sim,43.817,,serraazul@serraazul.tur.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42328,NULL,0,0,108,0,0,2,2,0,0,0,0,2,0,0,74,0,0,1602,0,0,1,0,0,24,42705,,,,
ativa,nacional,22765049000178,NEWS TURISMO EIRELI,RUA JACARANDA Nº 178,LOTEAMENTO AMAZONIA (FRANCISCO BERNADINO,313670,JUIZ DE FORA,MG,36083030,32-98806-8232,5,não,não,sim,31.9927,,jtr.contabilidade@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42663,NULL,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42705,,,,
ativa,nacional,10236031000108,NICOLA TURISMO LTDA,RUA SALVADOR MARZANO Nº 296,SANTA EFIGENIA,312390,ENTRE RIOS DE MINAS,MG,35490000,31-3751-1796,5,não,não,sim,31.8305,,v.nicola@bol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42615,NULL,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,51,0,0,0,0,0,0,42705,,,,
ativa,nacional,85304442000184,NILO TRANSPORTES E TURISMO LTDA - ME,RUA MAXIMILIANO BAROWSKY,PRIMEIRO DE MAIO,420290,BRUSQUE,SC,88353260,47-33555688,8,não,não,sim,42.099,,irani@nilotur.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42030,42761,0,0,43,0,0,0,7,0,0,0,0,7,0,0,22,0,0,826,0,0,0,0,0,0,42705,,,,
ativa,nacional,6034866000108,NILRONI TRANSPORTES& LOCADORA EIRELI - ME,"RUA SOLIDONIO LEITE, 1340",JARDIM SOFIA,355030,SAO PAULO,SP,3275000,11-981568220,4,não,não,sim,35.8829,,eventosemgeral.turismo@gmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42207,42938,0,0,9,0,0,0,2,0,0,0,0,2,0,0,9,0,0,196,0,0,0,0,0,0,42705,,,,
ativa,nacional,5590003000146,NILSINHO TURISMO LTDA,AV. DR. JOSE DE MAGALHÃES PINTO N° 474,"LOJA 15, GIOVANINI",311940,CORONEL FABRICIANO,MG,35170097,31-38417436,34,não,não,sim,31.8035,,nilsinhoturismo@yahoo.com.br; andrea@agadelha.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42405,NULL,0,0,207,0,0,0,5,0,0,0,0,5,0,0,161,0,0,5771,0,0,0,0,0,0,42705,,,,
ativa,nacional,7623492000110,NILTON LUIZ DE AGUIAR TRANSPORTE - EIRELI - ME,RUA BENEDITO FRANCO Nº 242,JARDIM ITAPURA,354140,PRESIDENTE PRUDENTE,SP,19035050,18-3222-6339,17,não,não,sim,35.6589,,aguiartur@uol.com.br,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42569,NULL,0,0,81,0,0,0,3,0,0,0,0,3,0,0,58,0,0,1996,0,0,0,0,0,0,42705,,,,
ativa,nacional,10799561000156,NISOTUR VIAGENS E TURISMO LTDA,RUA JOÃO XXIII- 1400,RINCAO DOS ILHEUS,430760,ESTANCIA VELHA,RS,93600000,51-3561-0500,18,não,não,sim,43.7305,,nisotur@hotmail.com,na,na,AUTORIZAÇÃO,NULL,NULL,NULL,NULL,42461,NULL,0,0,27,0,0,13,1,0,0,0,0,1,0,0,16,0,0,571,0,0,12,0,0,367,42705,,,,
